ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0048865,stem cell fate commitment, 1/89,10/18614,0.046808799,0.094602043,0.050041257,SFRP1,1
GO:0051974,negative regulation of telomerase activity, 1/89,10/18614,0.046808799,0.094602043,0.050041257,MEN1,1
GO:0055015,ventricular cardiac muscle cell development, 1/89,10/18614,0.046808799,0.094602043,0.050041257,FHL2,1
GO:0060452,positive regulation of cardiac muscle contraction, 1/89,10/18614,0.046808799,0.094602043,0.050041257,CCN2,1
GO:0060502,epithelial cell proliferation involved in lung morphogenesis, 1/89,10/18614,0.046808799,0.094602043,0.050041257,BMP4,1
GO:0060525,prostate glandular acinus development, 1/89,10/18614,0.046808799,0.094602043,0.050041257,SFRP1,1
GO:0061299,retina vasculature morphogenesis in camera-type eye, 1/89,10/18614,0.046808799,0.094602043,0.050041257,LRP5,1
GO:0070099,regulation of chemokine-mediated signaling pathway, 1/89,10/18614,0.046808799,0.094602043,0.050041257,HIF1A,1
GO:0070391,response to lipoteichoic acid, 1/89,10/18614,0.046808799,0.094602043,0.050041257,MAPK14,1
GO:0070562,regulation of vitamin D receptor signaling pathway, 1/89,10/18614,0.046808799,0.094602043,0.050041257,SNAI2,1
GO:0071223,cellular response to lipoteichoic acid, 1/89,10/18614,0.046808799,0.094602043,0.050041257,MAPK14,1
GO:0071374,cellular response to parathyroid hormone stimulus, 1/89,10/18614,0.046808799,0.094602043,0.050041257,PHEX,1
GO:0071803,positive regulation of podosome assembly, 1/89,10/18614,0.046808799,0.094602043,0.050041257,RHOA,1
GO:0072172,mesonephric tubule formation, 1/89,10/18614,0.046808799,0.094602043,0.050041257,NOG,1
GO:0097113,AMPA glutamate receptor clustering, 1/89,10/18614,0.046808799,0.094602043,0.050041257,CHRDL1,1
GO:0097688,glutamate receptor clustering, 1/89,10/18614,0.046808799,0.094602043,0.050041257,CHRDL1,1
GO:0098885,modification of postsynaptic actin cytoskeleton, 1/89,10/18614,0.046808799,0.094602043,0.050041257,RHOA,1
GO:0098976,excitatory chemical synaptic transmission, 1/89,10/18614,0.046808799,0.094602043,0.050041257,CHRDL1,1
GO:2000048,negative regulation of cell-cell adhesion mediated by cadherin, 1/89,10/18614,0.046808799,0.094602043,0.050041257,BMP6,1
GO:2000121,regulation of removal of superoxide radicals, 1/89,10/18614,0.046808799,0.094602043,0.050041257,BMP7,1
GO:2000234,positive regulation of rRNA processing, 1/89,10/18614,0.046808799,0.094602043,0.050041257,SIRT7,1
GO:2000271,positive regulation of fibroblast apoptotic process, 1/89,10/18614,0.046808799,0.094602043,0.050041257,SFRP1,1
GO:2001269,positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway, 1/89,10/18614,0.046808799,0.094602043,0.050041257,SMAD3,1
GO:0031348,negative regulation of defense response, 4/89,284/18614,0.047316606,0.095563505,0.050549837,SMAD3/ADAR/MAPK14/GIT1,4
GO:0060415,muscle tissue morphogenesis, 2/89,73/18614,0.047731899,0.096271717,0.050924458,FOXC1/NOG,2
GO:0071260,cellular response to mechanical stimulus, 2/89,73/18614,0.047731899,0.096271717,0.050924458,BMP6/COL1A1,2
GO:0050806,positive regulation of synaptic transmission, 3/89,170/18614,0.048068441,0.096819395,0.05121416,NF1/NOG/ROR2,3
GO:1903034,regulation of response to wounding, 3/89,170/18614,0.048068441,0.096819395,0.05121416,SMAD3/GIT1/SPP1,3
GO:0007159,leukocyte cell-cell adhesion, 5/89,415/18614,0.048803392,0.098233314,0.051962075,RHOA/SHH/RUNX1/BMP4/BMP7,5
GO:0006023,aminoglycan biosynthetic process, 2/89,74/18614,0.04890883,0.098312689,0.052004062,XYLT1/EXT2,2
GO:1903578,regulation of ATP metabolic process, 2/89,74/18614,0.04890883,0.098312689,0.052004062,HIF1A/GIT1,2
GO:0006278,RNA-templated DNA biosynthetic process, 2/89,75/18614,0.050096285,0.099887477,0.052837071,HNRNPU/CTNNB1,2
GO:0010822,positive regulation of mitochondrion organization, 2/89,75/18614,0.050096285,0.099887477,0.052837071,MMP9/HIF1A,2
GO:0046323,glucose import, 2/89,75/18614,0.050096285,0.099887477,0.052837071,MAPK14/GPC3,2
GO:0120192,tight junction assembly, 2/89,75/18614,0.050096285,0.099887477,0.052837071,SNAI1/SNAI2,2
GO:2000058,regulation of ubiquitin-dependent protein catabolic process, 3/89,173/18614,0.050167317,0.099887477,0.052837071,UFL1/SHH/AXIN2,3
GO:0044262,cellular carbohydrate metabolic process, 4/89,290/18614,0.050389224,0.099887477,0.052837071,GIT1/IGFBP3/EXT2/SIRT7,4
GO:0006919,activation of cysteine-type endopeptidase activity involved in apoptotic process, 2/89,76/18614,0.051294139,0.099887477,0.052837071,SMAD3/HSPE1,2
GO:0007422,peripheral nervous system development, 2/89,76/18614,0.051294139,0.099887477,0.052837071,NF1/RUNX1,2
GO:0050772,positive regulation of axonogenesis, 2/89,76/18614,0.051294139,0.099887477,0.052837071,PLXNB1/BMPR2,2
GO:0060337,type I interferon-mediated signaling pathway, 2/89,76/18614,0.051294139,0.099887477,0.052837071,ADAR/IFITM1,2
GO:0001547,antral ovarian follicle growth, 1/89,11/18614,0.051368787,0.099887477,0.052837071,BMPR1B,1
GO:0002158,osteoclast proliferation, 1/89,11/18614,0.051368787,0.099887477,0.052837071,JUNB,1
GO:0003263,cardioblast proliferation, 1/89,11/18614,0.051368787,0.099887477,0.052837071,CTNNB1,1
GO:0003264,regulation of cardioblast proliferation, 1/89,11/18614,0.051368787,0.099887477,0.052837071,CTNNB1,1
GO:0007406,negative regulation of neuroblast proliferation, 1/89,11/18614,0.051368787,0.099887477,0.052837071,NF1,1
GO:0010624,regulation of Schwann cell proliferation, 1/89,11/18614,0.051368787,0.099887477,0.052837071,NF1,1
GO:0010968,regulation of microtubule nucleation, 1/89,11/18614,0.051368787,0.099887477,0.052837071,GIT1,1
GO:0014010,Schwann cell proliferation, 1/89,11/18614,0.051368787,0.099887477,0.052837071,NF1,1
GO:0014745,negative regulation of muscle adaptation, 1/89,11/18614,0.051368787,0.099887477,0.052837071,SMAD3,1
GO:0021548,pons development, 1/89,11/18614,0.051368787,0.099887477,0.052837071,BCL2,1
GO:0021781,glial cell fate commitment, 1/89,11/18614,0.051368787,0.099887477,0.052837071,CTNNB1,1
GO:0022605,mammalian oogenesis stage, 1/89,11/18614,0.051368787,0.099887477,0.052837071,BMPR1B,1
GO:0030167,proteoglycan catabolic process, 1/89,11/18614,0.051368787,0.099887477,0.052837071,ADAMTS12,1
GO:0030210,heparin biosynthetic process, 1/89,11/18614,0.051368787,0.099887477,0.052837071,EXT2,1
GO:0032000,positive regulation of fatty acid beta-oxidation, 1/89,11/18614,0.051368787,0.099887477,0.052837071,TWIST1,1
GO:0032342,aldosterone biosynthetic process, 1/89,11/18614,0.051368787,0.099887477,0.052837071,BMP6,1
GO:0033089,positive regulation of T cell differentiation in thymus, 1/89,11/18614,0.051368787,0.099887477,0.052837071,SHH,1
GO:0033234,negative regulation of protein sumoylation, 1/89,11/18614,0.051368787,0.099887477,0.052837071,CTNNB1,1
GO:0035878,nail development, 1/89,11/18614,0.051368787,0.099887477,0.052837071,MSX2,1
GO:0038063,collagen-activated tyrosine kinase receptor signaling pathway, 1/89,11/18614,0.051368787,0.099887477,0.052837071,COL1A1,1
GO:0042487,regulation of odontogenesis of dentin-containing tooth, 1/89,11/18614,0.051368787,0.099887477,0.052837071,BMP4,1
GO:0045060,negative thymic T cell selection, 1/89,11/18614,0.051368787,0.099887477,0.052837071,SHH,1
GO:0048262,determination of dorsal/ventral asymmetry, 1/89,11/18614,0.051368787,0.099887477,0.052837071,CTNNB1,1
GO:0048742,regulation of skeletal muscle fiber development, 1/89,11/18614,0.051368787,0.099887477,0.052837071,BCL2,1
GO:0051987,positive regulation of attachment of spindle microtubules to kinetochore, 1/89,11/18614,0.051368787,0.099887477,0.052837071,HNRNPU,1
GO:0060020,Bergmann glial cell differentiation, 1/89,11/18614,0.051368787,0.099887477,0.052837071,SHH,1
GO:0060174,limb bud formation, 1/89,11/18614,0.051368787,0.099887477,0.052837071,SHH,1
GO:0060433,bronchus development, 1/89,11/18614,0.051368787,0.099887477,0.052837071,BMP4,1
GO:0060736,prostate gland growth, 1/89,11/18614,0.051368787,0.099887477,0.052837071,SHH,1
GO:0060742,epithelial cell differentiation involved in prostate gland development, 1/89,11/18614,0.051368787,0.099887477,0.052837071,CTNNB1,1
GO:0060900,embryonic camera-type eye formation, 1/89,11/18614,0.051368787,0.099887477,0.052837071,TWIST1,1
GO:0061418,regulation of transcription from RNA polymerase II promoter in response to hypoxia, 1/89,11/18614,0.051368787,0.099887477,0.052837071,HIF1A,1
GO:0071313,cellular response to caffeine, 1/89,11/18614,0.051368787,0.099887477,0.052837071,TMEM38B,1
GO:0090179,planar cell polarity pathway involved in neural tube closure, 1/89,11/18614,0.051368787,0.099887477,0.052837071,SFRP1,1
GO:1901203,positive regulation of extracellular matrix assembly, 1/89,11/18614,0.051368787,0.099887477,0.052837071,SMAD3,1
GO:1901856,negative regulation of cellular respiration, 1/89,11/18614,0.051368787,0.099887477,0.052837071,RHOA,1
GO:1904238,pericyte cell differentiation, 1/89,11/18614,0.051368787,0.099887477,0.052837071,BMP4,1
GO:1905244,regulation of modification of synaptic structure, 1/89,11/18614,0.051368787,0.099887477,0.052837071,RHOA,1
GO:2000727,positive regulation of cardiac muscle cell differentiation, 1/89,11/18614,0.051368787,0.099887477,0.052837071,BMP4,1
GO:2000826,regulation of heart morphogenesis, 1/89,11/18614,0.051368787,0.099887477,0.052837071,BMP4,1
GO:0007249,I-kappaB kinase/NF-kappaB signaling, 4/89,293/18614,0.051965997,0.100982848,0.053416485,UFL1/RHOA/CTNNB1/DDX21,4
GO:0010827,regulation of glucose transmembrane transport, 2/89,77/18614,0.052502268,0.101825687,0.053862318,MAPK14/GPC3,2
GO:0071357,cellular response to type I interferon, 2/89,77/18614,0.052502268,0.101825687,0.053862318,ADAR/IFITM1,2
GO:2000514,"regulation of CD4-positive, alpha-beta T cell activation", 2/89,77/18614,0.052502268,0.101825687,0.053862318,RUNX1/JUNB,2
GO:0021953,central nervous system neuron differentiation, 3/89,177/18614,0.05303458,0.102724325,0.054337667,BMPR1B/SHH/CDH11,3
GO:0060759,regulation of response to cytokine stimulus, 3/89,177/18614,0.05303458,0.102724325,0.054337667,HIF1A/ADAR/DHX9,3
GO:0002534,cytokine production involved in inflammatory response, 2/89,78/18614,0.053720548,0.10385043,0.054933338,HIF1A/MAPK14,2
GO:0008088,axo-dendritic transport, 2/89,78/18614,0.053720548,0.10385043,0.054933338,HNRNPU/HIF1A,2
GO:1900015,regulation of cytokine production involved in inflammatory response, 2/89,78/18614,0.053720548,0.10385043,0.054933338,HIF1A/MAPK14,2
GO:0008361,regulation of cell size, 3/89,178/18614,0.05376358,0.103866216,0.054941688,RHOA/SPP1/BMPR2,3
GO:0043534,blood vessel endothelial cell migration, 3/89,179/18614,0.054497425,0.105147558,0.055619475,HIF1A/NF1/RHOA,3
GO:0050954,sensory perception of mechanical stimulus, 3/89,179/18614,0.054497425,0.105147558,0.055619475,RPL38/COL1A1/SNAI2,3
GO:1903201,regulation of oxidative stress-induced cell death, 2/89,79/18614,0.054948858,0.105210082,0.055652548,HIF1A/CTNNB1,2
GO:0001553,luteinization, 1/89,12/18614,0.055907204,0.105210082,0.055652548,MMP2,1
GO:0002069,columnar/cuboidal epithelial cell maturation, 1/89,12/18614,0.055907204,0.105210082,0.055652548,HIF1A,1
GO:0002732,positive regulation of dendritic cell cytokine production, 1/89,12/18614,0.055907204,0.105210082,0.055652548,DDX21,1
GO:0003163,sinoatrial node development, 1/89,12/18614,0.055907204,0.105210082,0.055652548,BMP4,1
GO:0003306,Wnt signaling pathway involved in heart development, 1/89,12/18614,0.055907204,0.105210082,0.055652548,CTNNB1,1
GO:0006705,mineralocorticoid biosynthetic process, 1/89,12/18614,0.055907204,0.105210082,0.055652548,BMP6,1
GO:0009111,vitamin catabolic process, 1/89,12/18614,0.055907204,0.105210082,0.055652548,CYP24A1,1
GO:0009650,UV protection, 1/89,12/18614,0.055907204,0.105210082,0.055652548,CAT,1
GO:0014051,gamma-aminobutyric acid secretion, 1/89,12/18614,0.055907204,0.105210082,0.055652548,NF1,1
GO:0014854,response to inactivity, 1/89,12/18614,0.055907204,0.105210082,0.055652548,CAT,1
GO:0021794,thalamus development, 1/89,12/18614,0.055907204,0.105210082,0.055652548,SHH,1
GO:0032782,bile acid secretion, 1/89,12/18614,0.055907204,0.105210082,0.055652548,CASR,1
GO:0032926,negative regulation of activin receptor signaling pathway, 1/89,12/18614,0.055907204,0.105210082,0.055652548,FSTL3,1
GO:0033327,Leydig cell differentiation, 1/89,12/18614,0.055907204,0.105210082,0.055652548,DHH,1
GO:0033629,negative regulation of cell adhesion mediated by integrin, 1/89,12/18614,0.055907204,0.105210082,0.055652548,SNAI2,1
GO:0035112,genitalia morphogenesis, 1/89,12/18614,0.055907204,0.105210082,0.055652548,CTNNB1,1
GO:0042447,hormone catabolic process, 1/89,12/18614,0.055907204,0.105210082,0.055652548,SPP1,1
GO:0043383,negative T cell selection, 1/89,12/18614,0.055907204,0.105210082,0.055652548,SHH,1
GO:0046831,regulation of RNA export from nucleus, 1/89,12/18614,0.055907204,0.105210082,0.055652548,DHX9,1
GO:0048681,negative regulation of axon regeneration, 1/89,12/18614,0.055907204,0.105210082,0.055652548,SPP1,1
GO:0051549,positive regulation of keratinocyte migration, 1/89,12/18614,0.055907204,0.105210082,0.055652548,MMP9,1
GO:0051798,positive regulation of hair follicle development, 1/89,12/18614,0.055907204,0.105210082,0.055652548,MSX2,1
GO:0060394,negative regulation of pathway-restricted SMAD protein phosphorylation, 1/89,12/18614,0.055907204,0.105210082,0.055652548,NOG,1
GO:0060788,ectodermal placode formation, 1/89,12/18614,0.055907204,0.105210082,0.055652548,CTNNB1,1
GO:0070170,regulation of tooth mineralization, 1/89,12/18614,0.055907204,0.105210082,0.055652548,AMELX,1
GO:0070932,histone H3 deacetylation, 1/89,12/18614,0.055907204,0.105210082,0.055652548,SIRT7,1
GO:0071394,cellular response to testosterone stimulus, 1/89,12/18614,0.055907204,0.105210082,0.055652548,SPP1,1
GO:0071697,ectodermal placode morphogenesis, 1/89,12/18614,0.055907204,0.105210082,0.055652548,CTNNB1,1
GO:0072015,podocyte development, 1/89,12/18614,0.055907204,0.105210082,0.055652548,BMP4,1
GO:0072182,regulation of nephron tubule epithelial cell differentiation, 1/89,12/18614,0.055907204,0.105210082,0.055652548,CTNNB1,1
GO:0072497,mesenchymal stem cell differentiation, 1/89,12/18614,0.055907204,0.105210082,0.055652548,CTNNB1,1
GO:0090178,regulation of establishment of planar polarity involved in neural tube closure, 1/89,12/18614,0.055907204,0.105210082,0.055652548,SFRP1,1
GO:0097048,dendritic cell apoptotic process, 1/89,12/18614,0.055907204,0.105210082,0.055652548,BCL2,1
GO:0097084,vascular associated smooth muscle cell development, 1/89,12/18614,0.055907204,0.105210082,0.055652548,COMP,1
GO:1903867,extraembryonic membrane development, 1/89,12/18614,0.055907204,0.105210082,0.055652548,BMP7,1
GO:1904672,regulation of somatic stem cell population maintenance, 1/89,12/18614,0.055907204,0.105210082,0.055652548,BMP7,1
GO:1904953,Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation, 1/89,12/18614,0.055907204,0.105210082,0.055652548,CTNNB1,1
GO:2000668,regulation of dendritic cell apoptotic process, 1/89,12/18614,0.055907204,0.105210082,0.055652548,BCL2,1
GO:0002292,T cell differentiation involved in immune response, 2/89,80/18614,0.056187076,0.105603344,0.05586057,MEN1/JUNB,2
GO:0048644,muscle organ morphogenesis, 2/89,80/18614,0.056187076,0.105603344,0.05586057,FOXC1/NOG,2
GO:0006941,striated muscle contraction, 3/89,182/18614,0.05672788,0.106485416,0.056327156,TMEM38B/STC1/CCN2,3
GO:1905952,regulation of lipid localization, 3/89,182/18614,0.05672788,0.106485416,0.056327156,BMP6/SHH/SPP1,3
GO:0006874,intracellular calcium ion homeostasis, 4/89,303/18614,0.057415944,0.107677225,0.056957582,TMEM38B/BCL2/CASR/STC1,4
GO:0010833,telomere maintenance via telomere lengthening, 2/89,81/18614,0.057435082,0.107677225,0.056957582,HNRNPU/CTNNB1,2
GO:0042129,regulation of T cell proliferation, 3/89,183/18614,0.057480954,0.107695448,0.056967222,SHH/BMP4/CTNNB1,3
GO:0048469,cell maturation, 3/89,184/18614,0.058238797,0.109046747,0.057682013,BCL2/HIF1A/CTNNB1,3
GO:0046928,regulation of neurotransmitter secretion, 2/89,82/18614,0.058692756,0.109827715,0.058095118,NF1/GIT1,2
GO:0045766,positive regulation of angiogenesis, 3/89,185/18614,0.059001392,0.110197584,0.058290766,HIF1A/RUNX1/TWIST1,3
GO:0099173,postsynapse organization, 3/89,185/18614,0.059001392,0.110197584,0.058290766,CHRDL1/NF1/ROR2,3
GO:1904018,positive regulation of vasculature development, 3/89,185/18614,0.059001392,0.110197584,0.058290766,HIF1A/RUNX1/TWIST1,3
GO:0046651,lymphocyte proliferation, 4/89,306/18614,0.059108883,0.110329175,0.058360373,BCL2/SHH/BMP4/CTNNB1,4
GO:0032024,positive regulation of insulin secretion, 2/89,83/18614,0.05995998,0.11056729,0.058486328,CASR/HIF1A,2
GO:0034340,response to type I interferon, 2/89,83/18614,0.05995998,0.11056729,0.058486328,ADAR/IFITM1,2
GO:0050871,positive regulation of B cell activation, 2/89,83/18614,0.05995998,0.11056729,0.058486328,BCL2/MMP14,2
GO:0072332,intrinsic apoptotic signaling pathway by p53 class mediator, 2/89,83/18614,0.05995998,0.11056729,0.058486328,BCL2/WWOX,2
GO:0002566,somatic diversification of immune receptors via somatic mutation, 1/89,13/18614,0.060424152,0.11056729,0.058486328,ADAR,1
GO:0003084,positive regulation of systemic arterial blood pressure, 1/89,13/18614,0.060424152,0.11056729,0.058486328,RHOA,1
GO:0005513,detection of calcium ion, 1/89,13/18614,0.060424152,0.11056729,0.058486328,CASR,1
GO:0007183,SMAD protein complex assembly, 1/89,13/18614,0.060424152,0.11056729,0.058486328,SMAD3,1
GO:0032341,aldosterone metabolic process, 1/89,13/18614,0.060424152,0.11056729,0.058486328,BMP6,1
GO:0032621,interleukin-18 production, 1/89,13/18614,0.060424152,0.11056729,0.058486328,DHX9,1
GO:0032661,regulation of interleukin-18 production, 1/89,13/18614,0.060424152,0.11056729,0.058486328,DHX9,1
GO:0034333,adherens junction assembly, 1/89,13/18614,0.060424152,0.11056729,0.058486328,CTNNB1,1
GO:0034616,response to laminar fluid shear stress, 1/89,13/18614,0.060424152,0.11056729,0.058486328,TGFB3,1
GO:0035331,negative regulation of hippo signaling, 1/89,13/18614,0.060424152,0.11056729,0.058486328,MAPK14,1
GO:0043568,positive regulation of insulin-like growth factor receptor signaling pathway, 1/89,13/18614,0.060424152,0.11056729,0.058486328,IGFBP3,1
GO:0045605,negative regulation of epidermal cell differentiation, 1/89,13/18614,0.060424152,0.11056729,0.058486328,MSX2,1
GO:0045683,negative regulation of epidermis development, 1/89,13/18614,0.060424152,0.11056729,0.058486328,MSX2,1
GO:0048012,hepatocyte growth factor receptor signaling pathway, 1/89,13/18614,0.060424152,0.11056729,0.058486328,ADAMTS12,1
GO:0048853,forebrain morphogenesis, 1/89,13/18614,0.060424152,0.11056729,0.058486328,NF1,1
GO:0060707,trophoblast giant cell differentiation, 1/89,13/18614,0.060424152,0.11056729,0.058486328,SNAI1,1
GO:0070486,leukocyte aggregation, 1/89,13/18614,0.060424152,0.11056729,0.058486328,BMP7,1
GO:0070571,negative regulation of neuron projection regeneration, 1/89,13/18614,0.060424152,0.11056729,0.058486328,SPP1,1
GO:0071107,response to parathyroid hormone, 1/89,13/18614,0.060424152,0.11056729,0.058486328,PHEX,1
GO:0071481,cellular response to X-ray, 1/89,13/18614,0.060424152,0.11056729,0.058486328,SFRP1,1
GO:0071696,ectodermal placode development, 1/89,13/18614,0.060424152,0.11056729,0.058486328,CTNNB1,1
GO:0071801,regulation of podosome assembly, 1/89,13/18614,0.060424152,0.11056729,0.058486328,RHOA,1
GO:0072310,glomerular epithelial cell development, 1/89,13/18614,0.060424152,0.11056729,0.058486328,BMP4,1
GO:0090235,regulation of metaphase plate congression, 1/89,13/18614,0.060424152,0.11056729,0.058486328,HNRNPU,1
GO:0098935,dendritic transport, 1/89,13/18614,0.060424152,0.11056729,0.058486328,HNRNPU,1
GO:1900121,negative regulation of receptor binding, 1/89,13/18614,0.060424152,0.11056729,0.058486328,NOG,1
GO:1902065,response to L-glutamate, 1/89,13/18614,0.060424152,0.11056729,0.058486328,UFL1,1
GO:1903599,positive regulation of autophagy of mitochondrion, 1/89,13/18614,0.060424152,0.11056729,0.058486328,HIF1A,1
GO:0050728,negative regulation of inflammatory response, 3/89,187/18614,0.060540776,0.11071269,0.05856324,SMAD3/MAPK14/GIT1,3
GO:0002700,regulation of production of molecular mediator of immune response, 3/89,189/18614,0.062098978,0.113492549,0.060033691,TGFB3/DDX21/TWIST1,3
GO:0006096,glycolytic process, 2/89,85/18614,0.062522607,0.114196718,0.060406172,HIF1A/GIT1,2
GO:0032102,negative regulation of response to external stimulus, 5/89,446/18614,0.062624791,0.114313268,0.060467823,SMAD3/ADAR/MAPK14/GIT1/SPP1,5
GO:0034655,nucleobase-containing compound catabolic process, 5/89,447/18614,0.063104176,0.115117783,0.060893384,HNRNPU/MAPK14/SYNCRIP/DHX9/AXIN2,5
GO:0032943,mononuclear cell proliferation, 4/89,313/18614,0.063162405,0.115153491,0.060912272,BCL2/SHH/BMP4/CTNNB1,4
GO:0006757,ATP generation from ADP, 2/89,86/18614,0.063817778,0.116277162,0.061506656,HIF1A/GIT1,2
GO:0070372,regulation of ERK1 and ERK2 cascade, 4/89,315/18614,0.064347,0.116573764,0.061663548,FGFR3/CASR/BMP4/CCN2,4
GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling, 3/89,192/18614,0.064471273,0.116573764,0.061663548,RHOA/CTNNB1/DDX21,3
GO:0001833,inner cell mass cell proliferation, 1/89,14/18614,0.06491973,0.116573764,0.061663548,SBDS,1
GO:0008212,mineralocorticoid metabolic process, 1/89,14/18614,0.06491973,0.116573764,0.061663548,BMP6,1
GO:0021819,layer formation in cerebral cortex, 1/89,14/18614,0.06491973,0.116573764,0.061663548,CTNNB1,1
GO:0030238,male sex determination, 1/89,14/18614,0.06491973,0.116573764,0.061663548,DHH,1
GO:0031000,response to caffeine, 1/89,14/18614,0.06491973,0.116573764,0.061663548,TMEM38B,1
GO:0034309,primary alcohol biosynthetic process, 1/89,14/18614,0.06491973,0.116573764,0.061663548,BMP6,1
GO:0042541,hemoglobin biosynthetic process, 1/89,14/18614,0.06491973,0.116573764,0.061663548,HIF1A,1
GO:0042762,regulation of sulfur metabolic process, 1/89,14/18614,0.06491973,0.116573764,0.061663548,CTNNB1,1
GO:0045059,positive thymic T cell selection, 1/89,14/18614,0.06491973,0.116573764,0.061663548,SHH,1
GO:0048711,positive regulation of astrocyte differentiation, 1/89,14/18614,0.06491973,0.116573764,0.061663548,SHH,1
GO:0051547,regulation of keratinocyte migration, 1/89,14/18614,0.06491973,0.116573764,0.061663548,MMP9,1
GO:0055012,ventricular cardiac muscle cell differentiation, 1/89,14/18614,0.06491973,0.116573764,0.061663548,FHL2,1
GO:0060019,radial glial cell differentiation, 1/89,14/18614,0.06491973,0.116573764,0.061663548,RHOA,1
GO:0061029,eyelid development in camera-type eye, 1/89,14/18614,0.06491973,0.116573764,0.061663548,TWIST1,1
GO:0071285,cellular response to lithium ion, 1/89,14/18614,0.06491973,0.116573764,0.061663548,SHH,1
GO:0071415,cellular response to purine-containing compound, 1/89,14/18614,0.06491973,0.116573764,0.061663548,TMEM38B,1
GO:0072160,nephron tubule epithelial cell differentiation, 1/89,14/18614,0.06491973,0.116573764,0.061663548,CTNNB1,1
GO:1902287,semaphorin-plexin signaling pathway involved in axon guidance, 1/89,14/18614,0.06491973,0.116573764,0.061663548,PLXNB1,1
GO:1903798,regulation of miRNA maturation, 1/89,14/18614,0.06491973,0.116573764,0.061663548,BMP4,1
GO:1903894,regulation of IRE1-mediated unfolded protein response, 1/89,14/18614,0.06491973,0.116573764,0.061663548,UFL1,1
GO:1905203,regulation of connective tissue replacement, 1/89,14/18614,0.06491973,0.116573764,0.061663548,RUNX1,1
GO:2000288,positive regulation of myoblast proliferation, 1/89,14/18614,0.06491973,0.116573764,0.061663548,CTNNB1,1
GO:0032370,positive regulation of lipid transport, 2/89,87/18614,0.065122032,0.116866586,0.061818441,BMP6/SPP1,2
GO:0050890,cognition, 4/89,317/18614,0.065543294,0.117551759,0.062180874,HIF1A/NF1/GIT1/NOG,4
GO:0072594,establishment of protein localization to organelle, 5/89,453/18614,0.066024388,0.118343352,0.0625996,SMAD3/NF1/MAPK14/SHH/BMP4,5
GO:0061136,regulation of proteasomal protein catabolic process, 3/89,194/18614,0.066075932,0.118364524,0.062610799,UFL1/SHH/AXIN2,3
GO:0032273,positive regulation of protein polymerization, 2/89,88/18614,0.066435256,0.118865243,0.062875662,RHOA/GIT1,2
GO:0050672,negative regulation of lymphocyte proliferation, 2/89,88/18614,0.066435256,0.118865243,0.062875662,SHH/BMP4,2
GO:0009060,aerobic respiration, 3/89,196/18614,0.067698935,0.120867729,0.06393491,CAT/HIF1A/RHOA,3
GO:0032945,negative regulation of mononuclear cell proliferation, 2/89,89/18614,0.067757337,0.120867729,0.06393491,SHH/BMP4,2
GO:0051591,response to cAMP, 2/89,89/18614,0.067757337,0.120867729,0.06393491,STC1/COL1A1,2
GO:0055072,iron ion homeostasis, 2/89,89/18614,0.067757337,0.120867729,0.06393491,HIF1A/BMP6,2
GO:0060191,regulation of lipase activity, 2/89,89/18614,0.067757337,0.120867729,0.06393491,FGFR3/RHOA,2
GO:0006403,RNA localization, 3/89,197/18614,0.068517271,0.121317395,0.064172767,HNRNPU/DHX9/ALYREF,3
GO:0007416,synapse assembly, 3/89,197/18614,0.068517271,0.121317395,0.064172767,ACHE/PLXNB1/CTNNB1,3
GO:0006405,RNA export from nucleus, 2/89,90/18614,0.069088163,0.121317395,0.064172767,DHX9/ALYREF,2
GO:0007051,spindle organization, 3/89,198/18614,0.06934014,0.121317395,0.064172767,HNRNPU/SBDS/RHOA,3
GO:0000463,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)", 1/89,15/18614,0.069394039,0.121317395,0.064172767,GTPBP4,1
GO:0001711,endodermal cell fate commitment, 1/89,15/18614,0.069394039,0.121317395,0.064172767,CTNNB1,1
GO:0003413,chondrocyte differentiation involved in endochondral bone morphogenesis, 1/89,15/18614,0.069394039,0.121317395,0.064172767,AXIN2,1
GO:0007567,parturition, 1/89,15/18614,0.069394039,0.121317395,0.064172767,MMP2,1
GO:0010457,centriole-centriole cohesion, 1/89,15/18614,0.069394039,0.121317395,0.064172767,CTNNB1,1
GO:0014029,neural crest formation, 1/89,15/18614,0.069394039,0.121317395,0.064172767,SFRP1,1
GO:0032239,regulation of nucleobase-containing compound transport, 1/89,15/18614,0.069394039,0.121317395,0.064172767,DHX9,1
GO:0034116,positive regulation of heterotypic cell-cell adhesion, 1/89,15/18614,0.069394039,0.121317395,0.064172767,BMP7,1
GO:0035067,negative regulation of histone acetylation, 1/89,15/18614,0.069394039,0.121317395,0.064172767,TWIST1,1
GO:0035358,regulation of peroxisome proliferator activated receptor signaling pathway, 1/89,15/18614,0.069394039,0.121317395,0.064172767,TWIST1,1
GO:0042308,negative regulation of protein import into nucleus, 1/89,15/18614,0.069394039,0.121317395,0.064172767,NF1,1
GO:0045820,negative regulation of glycolytic process, 1/89,15/18614,0.069394039,0.121317395,0.064172767,GIT1,1
