ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0060828,regulation of canonical Wnt signaling pathway, 2/19,260/18614,0.028424553,0.080417529,0.044437858,SFRP1/AXIN2,2
GO:0031668,cellular response to extracellular stimulus, 2/19,261/18614,0.028626779,0.08080559,0.044652297,MYBBP1A/SFRP1,2
GO:0003007,heart morphogenesis, 2/19,262/18614,0.028829595,0.080962544,0.044739028,HIF1A/AXIN2,2
GO:0002052,positive regulation of neuroblast proliferation, 1/19,29/18614,0.029203881,0.080962544,0.044739028,HIF1A,1
GO:0010458,exit from mitosis, 1/19,29/18614,0.029203881,0.080962544,0.044739028,SIRT7,1
GO:0010575,positive regulation of vascular endothelial growth factor production, 1/19,29/18614,0.029203881,0.080962544,0.044739028,HIF1A,1
GO:0032607,interferon-alpha production, 1/19,29/18614,0.029203881,0.080962544,0.044739028,DHX9,1
GO:0032647,regulation of interferon-alpha production, 1/19,29/18614,0.029203881,0.080962544,0.044739028,DHX9,1
GO:1900017,positive regulation of cytokine production involved in inflammatory response, 1/19,29/18614,0.029203881,0.080962544,0.044739028,HIF1A,1
GO:1902175,regulation of oxidative stress-induced intrinsic apoptotic signaling pathway, 1/19,29/18614,0.029203881,0.080962544,0.044739028,HIF1A,1
GO:0009048,dosage compensation by inactivation of X chromosome, 1/19,30/18614,0.030196355,0.083157145,0.04595174,HNRNPU,1
GO:0035774,positive regulation of insulin secretion involved in cellular response to glucose stimulus, 1/19,30/18614,0.030196355,0.083157145,0.04595174,HIF1A,1
GO:0070168,negative regulation of biomineral tissue development, 1/19,30/18614,0.030196355,0.083157145,0.04595174,HIF1A,1
GO:0090596,sensory organ morphogenesis, 2/19,269/18614,0.030265711,0.083163746,0.045955388,RPL38/HIF1A,2
GO:0010039,response to iron ion, 1/19,31/18614,0.031187867,0.084852647,0.046888657,HIF1A,1
GO:0051654,establishment of mitochondrion localization, 1/19,31/18614,0.031187867,0.084852647,0.046888657,HIF1A,1
GO:0150117,positive regulation of cell-substrate junction organization, 1/19,31/18614,0.031187867,0.084852647,0.046888657,SFRP1,1
GO:1903203,regulation of oxidative stress-induced neuron death, 1/19,31/18614,0.031187867,0.084852647,0.046888657,HIF1A,1
GO:0050708,regulation of protein secretion, 2/19,275/18614,0.031519288,0.084852647,0.046888657,SFRP1/HIF1A,2
GO:0061448,connective tissue development, 2/19,275/18614,0.031519288,0.084852647,0.046888657,HIF1A/AXIN2,2
GO:0006298,mismatch repair, 1/19,32/18614,0.032178419,0.084852647,0.046888657,AXIN2,1
GO:0007549,dosage compensation, 1/19,32/18614,0.032178419,0.084852647,0.046888657,HNRNPU,1
GO:0008156,negative regulation of DNA replication, 1/19,32/18614,0.032178419,0.084852647,0.046888657,GTPBP4,1
GO:0010165,response to X-ray, 1/19,32/18614,0.032178419,0.084852647,0.046888657,SFRP1,1
GO:0032196,transposition, 1/19,32/18614,0.032178419,0.084852647,0.046888657,SIRT7,1
GO:0032770,positive regulation of monooxygenase activity, 1/19,32/18614,0.032178419,0.084852647,0.046888657,HIF1A,1
GO:0034694,response to prostaglandin, 1/19,32/18614,0.032178419,0.084852647,0.046888657,SFRP1,1
GO:0035456,response to interferon-beta, 1/19,32/18614,0.032178419,0.084852647,0.046888657,IFITM1,1
GO:0045070,positive regulation of viral genome replication, 1/19,32/18614,0.032178419,0.084852647,0.046888657,ADAR,1
GO:0045671,negative regulation of osteoclast differentiation, 1/19,32/18614,0.032178419,0.084852647,0.046888657,SFRP1,1
GO:0046825,regulation of protein export from nucleus, 1/19,32/18614,0.032178419,0.084852647,0.046888657,SIRT7,1
GO:0048026,"positive regulation of mRNA splicing, via spliceosome", 1/19,32/18614,0.032178419,0.084852647,0.046888657,RBMX,1
GO:0071295,cellular response to vitamin, 1/19,32/18614,0.032178419,0.084852647,0.046888657,SFRP1,1
GO:0002063,chondrocyte development, 1/19,33/18614,0.033168012,0.086543426,0.047822963,AXIN2,1
GO:0030947,regulation of vascular endothelial growth factor receptor signaling pathway, 1/19,33/18614,0.033168012,0.086543426,0.047822963,HIF1A,1
GO:0048147,negative regulation of fibroblast proliferation, 1/19,33/18614,0.033168012,0.086543426,0.047822963,SFRP1,1
GO:0090169,regulation of spindle assembly, 1/19,33/18614,0.033168012,0.086543426,0.047822963,HNRNPU,1
GO:1903715,regulation of aerobic respiration, 1/19,33/18614,0.033168012,0.086543426,0.047822963,HIF1A,1
GO:0010721,negative regulation of cell development, 2/19,286/18614,0.033870806,0.086931463,0.048037388,SFRP1/RUNX1,2
GO:0140014,mitotic nuclear division, 2/19,286/18614,0.033870806,0.086931463,0.048037388,HNRNPU/SIRT7,2
GO:0001782,B cell homeostasis, 1/19,34/18614,0.034156646,0.086931463,0.048037388,HIF1A,1
GO:0032743,positive regulation of interleukin-2 production, 1/19,34/18614,0.034156646,0.086931463,0.048037388,RUNX1,1
GO:0036475,neuron death in response to oxidative stress, 1/19,34/18614,0.034156646,0.086931463,0.048037388,HIF1A,1
GO:0045577,regulation of B cell differentiation, 1/19,34/18614,0.034156646,0.086931463,0.048037388,SFRP1,1
GO:0045648,positive regulation of erythrocyte differentiation, 1/19,34/18614,0.034156646,0.086931463,0.048037388,HIF1A,1
GO:0050869,negative regulation of B cell activation, 1/19,34/18614,0.034156646,0.086931463,0.048037388,SFRP1,1
GO:0060351,cartilage development involved in endochondral bone morphogenesis, 1/19,34/18614,0.034156646,0.086931463,0.048037388,AXIN2,1
GO:0060914,heart formation, 1/19,34/18614,0.034156646,0.086931463,0.048037388,AXIN2,1
GO:0060964,regulation of miRNA-mediated gene silencing, 1/19,34/18614,0.034156646,0.086931463,0.048037388,DHX9,1
GO:2000515,"negative regulation of CD4-positive, alpha-beta T cell activation", 1/19,34/18614,0.034156646,0.086931463,0.048037388,RUNX1,1
GO:0044262,cellular carbohydrate metabolic process, 2/19,290/18614,0.034742741,0.088242299,0.048761741,SIRT7/IGFBP3,2
GO:0032205,negative regulation of telomere maintenance, 1/19,35/18614,0.035144322,0.088538028,0.048925158,HNRNPU,1
GO:0043276,anoikis, 1/19,35/18614,0.035144322,0.088538028,0.048925158,MYBBP1A,1
GO:0061081,positive regulation of myeloid leukocyte cytokine production involved in immune response, 1/19,35/18614,0.035144322,0.088538028,0.048925158,DDX21,1
GO:0071425,hematopoietic stem cell proliferation, 1/19,35/18614,0.035144322,0.088538028,0.048925158,RUNX1,1
GO:0001666,response to hypoxia, 2/19,293/18614,0.035402507,0.089007924,0.049184818,SFRP1/HIF1A,2
GO:0048562,embryonic organ morphogenesis, 2/19,294/18614,0.035623531,0.089382678,0.049391902,RPL38/HIF1A,2
GO:0000154,rRNA modification, 1/19,36/18614,0.036131041,0.089929365,0.049693996,FBL,1
GO:0002068,glandular epithelial cell development, 1/19,36/18614,0.036131041,0.089929365,0.049693996,HIF1A,1
GO:0060218,hematopoietic stem cell differentiation, 1/19,36/18614,0.036131041,0.089929365,0.049693996,SFRP1,1
GO:1903580,positive regulation of ATP metabolic process, 1/19,36/18614,0.036131041,0.089929365,0.049693996,HIF1A,1
GO:0009303,rRNA transcription, 1/19,37/18614,0.037116805,0.091274693,0.05043741,SIRT7,1
GO:0010092,specification of animal organ identity, 1/19,37/18614,0.037116805,0.091274693,0.05043741,AXIN2,1
GO:0033144,negative regulation of intracellular steroid hormone receptor signaling pathway, 1/19,37/18614,0.037116805,0.091274693,0.05043741,SFRP1,1
GO:0033280,response to vitamin D, 1/19,37/18614,0.037116805,0.091274693,0.05043741,SFRP1,1
GO:1903146,regulation of autophagy of mitochondrion, 1/19,37/18614,0.037116805,0.091274693,0.05043741,HIF1A,1
GO:2000279,negative regulation of DNA biosynthetic process, 1/19,37/18614,0.037116805,0.091274693,0.05043741,HNRNPU,1
GO:0097193,intrinsic apoptotic signaling pathway, 2/19,301/18614,0.037185986,0.091274693,0.05043741,MYBBP1A/HIF1A,2
GO:0048872,homeostasis of number of cells, 2/19,304/18614,0.037863734,0.092066543,0.050874978,HIF1A/ADAR,2
GO:0046879,hormone secretion, 2/19,305/18614,0.038090725,0.092066543,0.050874978,SFRP1/HIF1A,2
GO:0003180,aortic valve morphogenesis, 1/19,38/18614,0.038101613,0.092066543,0.050874978,AXIN2,1
GO:0032728,positive regulation of interferon-beta production, 1/19,38/18614,0.038101613,0.092066543,0.050874978,DHX9,1
GO:0043618,regulation of transcription from RNA polymerase II promoter in response to stress, 1/19,38/18614,0.038101613,0.092066543,0.050874978,HIF1A,1
GO:0045880,positive regulation of smoothened signaling pathway, 1/19,38/18614,0.038101613,0.092066543,0.050874978,SFRP1,1
GO:0046676,negative regulation of insulin secretion, 1/19,38/18614,0.038101613,0.092066543,0.050874978,SFRP1,1
GO:0070229,negative regulation of lymphocyte apoptotic process, 1/19,38/18614,0.038101613,0.092066543,0.050874978,HIF1A,1
GO:0036293,response to decreased oxygen levels, 2/19,306/18614,0.038318251,0.092410228,0.051064894,SFRP1/HIF1A,2
GO:0030851,granulocyte differentiation, 1/19,39/18614,0.039085467,0.093354134,0.051586486,RUNX1,1
GO:0032350,regulation of hormone metabolic process, 1/19,39/18614,0.039085467,0.093354134,0.051586486,HIF1A,1
GO:0045740,positive regulation of DNA replication, 1/19,39/18614,0.039085467,0.093354134,0.051586486,DHX9,1
GO:0046329,negative regulation of JNK cascade, 1/19,39/18614,0.039085467,0.093354134,0.051586486,SFRP1,1
GO:0070232,regulation of T cell apoptotic process, 1/19,39/18614,0.039085467,0.093354134,0.051586486,HIF1A,1
GO:0007162,negative regulation of cell adhesion, 2/19,312/18614,0.039694579,0.094626999,0.052289858,GTPBP4/RUNX1,2
GO:0044403,biological process involved in symbiotic interaction, 2/19,313/18614,0.039925817,0.094790308,0.052380101,IFITM1/ALYREF,2
GO:0060070,canonical Wnt signaling pathway, 2/19,313/18614,0.039925817,0.094790308,0.052380101,SFRP1/AXIN2,2
GO:0071392,cellular response to estradiol stimulus, 1/19,40/18614,0.040068367,0.094790308,0.052380101,SFRP1,1
GO:0071634,regulation of transforming growth factor beta production, 1/19,40/18614,0.040068367,0.094790308,0.052380101,HIF1A,1
GO:0030198,extracellular matrix organization, 2/19,314/18614,0.040157582,0.094820754,0.052396925,RUNX1/AXIN2,2
GO:0009914,hormone transport, 2/19,315/18614,0.040389871,0.095007992,0.052500391,SFRP1/HIF1A,2
GO:0043062,extracellular structure organization, 2/19,315/18614,0.040389871,0.095007992,0.052500391,RUNX1/AXIN2,2
GO:0045229,external encapsulating structure organization, 2/19,317/18614,0.040856018,0.095655706,0.05285831,RUNX1/AXIN2,2
GO:0032965,regulation of collagen biosynthetic process, 1/19,41/18614,0.041050315,0.095655706,0.05285831,RUNX1,1
GO:0050685,positive regulation of mRNA processing, 1/19,41/18614,0.041050315,0.095655706,0.05285831,RBMX,1
GO:0072595,maintenance of protein localization in organelle, 1/19,41/18614,0.041050315,0.095655706,0.05285831,HNRNPU,1
GO:1902275,regulation of chromatin organization, 1/19,41/18614,0.041050315,0.095655706,0.05285831,HNRNPU,1
GO:1902105,regulation of leukocyte differentiation, 2/19,319/18614,0.041324248,0.096113701,0.053111393,SFRP1/RUNX1,2
GO:0019058,viral life cycle, 2/19,320/18614,0.041559142,0.096137916,0.053124775,IFITM1/ADAR,2
GO:0007595,lactation, 1/19,42/18614,0.042031311,0.096137916,0.053124775,HIF1A,1
GO:0014912,negative regulation of smooth muscle cell migration, 1/19,42/18614,0.042031311,0.096137916,0.053124775,IGFBP3,1
GO:0045292,"mRNA cis splicing, via spliceosome", 1/19,42/18614,0.042031311,0.096137916,0.053124775,SNRNP200,1
GO:0045981,positive regulation of nucleotide metabolic process, 1/19,42/18614,0.042031311,0.096137916,0.053124775,HIF1A,1
GO:0050691,regulation of defense response to virus by host, 1/19,42/18614,0.042031311,0.096137916,0.053124775,DHX9,1
GO:0050999,regulation of nitric-oxide synthase activity, 1/19,42/18614,0.042031311,0.096137916,0.053124775,HIF1A,1
GO:0060338,regulation of type I interferon-mediated signaling pathway, 1/19,42/18614,0.042031311,0.096137916,0.053124775,ADAR,1
GO:1900544,positive regulation of purine nucleotide metabolic process, 1/19,42/18614,0.042031311,0.096137916,0.053124775,HIF1A,1
GO:0003176,aortic valve development, 1/19,43/18614,0.043011357,0.096775553,0.053477126,AXIN2,1
GO:0008608,attachment of spindle microtubules to kinetochore, 1/19,43/18614,0.043011357,0.096775553,0.053477126,HNRNPU,1
GO:0010719,negative regulation of epithelial to mesenchymal transition, 1/19,43/18614,0.043011357,0.096775553,0.053477126,SFRP1,1
GO:0031670,cellular response to nutrient, 1/19,43/18614,0.043011357,0.096775553,0.053477126,SFRP1,1
GO:0045663,positive regulation of myoblast differentiation, 1/19,43/18614,0.043011357,0.096775553,0.053477126,IGFBP3,1
GO:0060236,regulation of mitotic spindle organization, 1/19,43/18614,0.043011357,0.096775553,0.053477126,HNRNPU,1
GO:0071548,response to dexamethasone, 1/19,43/18614,0.043011357,0.096775553,0.053477126,AXIN2,1
GO:0071604,transforming growth factor beta production, 1/19,43/18614,0.043011357,0.096775553,0.053477126,HIF1A,1
GO:0090278,negative regulation of peptide hormone secretion, 1/19,43/18614,0.043011357,0.096775553,0.053477126,SFRP1,1
GO:0071496,cellular response to external stimulus, 2/19,327/18614,0.043217818,0.097064249,0.053636656,MYBBP1A/SFRP1,2
GO:0002792,negative regulation of peptide secretion, 1/19,44/18614,0.043990452,0.098266442,0.054300975,SFRP1,1
GO:0006509,membrane protein ectodomain proteolysis, 1/19,44/18614,0.043990452,0.098266442,0.054300975,RBMX,1
GO:0043620,regulation of DNA-templated transcription in response to stress, 1/19,44/18614,0.043990452,0.098266442,0.054300975,HIF1A,1
GO:0032386,regulation of intracellular transport, 2/19,332/18614,0.044417886,0.099043113,0.054730155,SIRT7/DHX9,2
GO:0070482,response to oxygen levels, 2/19,333/18614,0.044659414,0.099379003,0.054915764,SFRP1/HIF1A,2
GO:0060562,epithelial tube morphogenesis, 2/19,334/18614,0.044901444,0.099379003,0.054915764,SFRP1/HIF1A,2
GO:0008631,intrinsic apoptotic signaling pathway in response to oxidative stress, 1/19,45/18614,0.044968599,0.099379003,0.054915764,HIF1A,1
GO:0046636,negative regulation of alpha-beta T cell activation, 1/19,45/18614,0.044968599,0.099379003,0.054915764,RUNX1,1
GO:1902692,regulation of neuroblast proliferation, 1/19,45/18614,0.044968599,0.099379003,0.054915764,HIF1A,1
GO:0015980,energy derivation by oxidation of organic compounds, 2/19,337/18614,0.045630538,0.100465986,0.055516419,MYBBP1A/HIF1A,2
GO:0030111,regulation of Wnt signaling pathway, 2/19,338/18614,0.045874565,0.100465986,0.055516419,SFRP1/AXIN2,2
GO:0010712,regulation of collagen metabolic process, 1/19,46/18614,0.045945797,0.100465986,0.055516419,RUNX1,1
GO:0031297,replication fork processing, 1/19,46/18614,0.045945797,0.100465986,0.055516419,ALYREF,1
GO:0033120,positive regulation of RNA splicing, 1/19,46/18614,0.045945797,0.100465986,0.055516419,RBMX,1
GO:2000273,positive regulation of signaling receptor activity, 1/19,46/18614,0.045945797,0.100465986,0.055516419,HIF1A,1
GO:0098813,nuclear chromosome segregation, 2/19,339/18614,0.04611909,0.100667679,0.055627873,HNRNPU/SIRT7,2
GO:0030521,androgen receptor signaling pathway, 1/19,47/18614,0.046922048,0.101351625,0.056005813,SFRP1,1
GO:0035196,miRNA processing, 1/19,47/18614,0.046922048,0.101351625,0.056005813,ADAR,1
GO:0045646,regulation of erythrocyte differentiation, 1/19,47/18614,0.046922048,0.101351625,0.056005813,HIF1A,1
GO:0061383,trabecula morphogenesis, 1/19,47/18614,0.046922048,0.101351625,0.056005813,SFRP1,1
GO:0090224,regulation of spindle organization, 1/19,47/18614,0.046922048,0.101351625,0.056005813,HNRNPU,1
GO:1905314,semi-lunar valve development, 1/19,47/18614,0.046922048,0.101351625,0.056005813,AXIN2,1
GO:0090287,regulation of cellular response to growth factor stimulus, 2/19,345/18614,0.047596597,0.102566401,0.056677086,SFRP1/HIF1A,2
GO:0006110,regulation of glycolytic process, 1/19,48/18614,0.047897353,0.102566401,0.056677086,HIF1A,1
GO:0008542,visual learning, 1/19,48/18614,0.047897353,0.102566401,0.056677086,HIF1A,1
GO:0030850,prostate gland development, 1/19,48/18614,0.047897353,0.102566401,0.056677086,SFRP1,1
GO:0046596,regulation of viral entry into host cell, 1/19,48/18614,0.047897353,0.102566401,0.056677086,IFITM1,1
GO:0042886,amide transport, 2/19,349/18614,0.048591386,0.103873496,0.057399372,SFRP1/HIF1A,2
GO:0042149,cellular response to glucose starvation, 1/19,49/18614,0.048871712,0.103936073,0.057433951,MYBBP1A,1
GO:0046850,regulation of bone remodeling, 1/19,49/18614,0.048871712,0.103936073,0.057433951,SFRP1,1
GO:0060043,regulation of cardiac muscle cell proliferation, 1/19,49/18614,0.048871712,0.103936073,0.057433951,RUNX1,1
GO:0002066,columnar/cuboidal epithelial cell development, 1/19,50/18614,0.049845126,0.104928215,0.057982199,HIF1A,1
GO:0043457,regulation of cellular respiration, 1/19,50/18614,0.049845126,0.104928215,0.057982199,HIF1A,1
GO:0045581,negative regulation of T cell differentiation, 1/19,50/18614,0.049845126,0.104928215,0.057982199,RUNX1,1
GO:0048009,insulin-like growth factor receptor signaling pathway, 1/19,50/18614,0.049845126,0.104928215,0.057982199,IGFBP3,1
GO:1902041,regulation of extrinsic apoptotic signaling pathway via death domain receptors, 1/19,50/18614,0.049845126,0.104928215,0.057982199,SFRP1,1
GO:2000378,negative regulation of reactive oxygen species metabolic process, 1/19,50/18614,0.049845126,0.104928215,0.057982199,HIF1A,1
GO:0006111,regulation of gluconeogenesis, 1/19,51/18614,0.050817597,0.105017397,0.058031479,SIRT7,1
GO:0019083,viral transcription, 1/19,51/18614,0.050817597,0.105017397,0.058031479,DHX9,1
GO:0032873,negative regulation of stress-activated MAPK cascade, 1/19,51/18614,0.050817597,0.105017397,0.058031479,SFRP1,1
GO:0032964,collagen biosynthetic process, 1/19,51/18614,0.050817597,0.105017397,0.058031479,RUNX1,1
GO:0051646,mitochondrion localization, 1/19,51/18614,0.050817597,0.105017397,0.058031479,HIF1A,1
GO:0060688,regulation of morphogenesis of a branching structure, 1/19,51/18614,0.050817597,0.105017397,0.058031479,SFRP1,1
GO:0061082,myeloid leukocyte cytokine production, 1/19,51/18614,0.050817597,0.105017397,0.058031479,DDX21,1
GO:0061178,regulation of insulin secretion involved in cellular response to glucose stimulus, 1/19,51/18614,0.050817597,0.105017397,0.058031479,HIF1A,1
GO:0070303,negative regulation of stress-activated protein kinase signaling cascade, 1/19,51/18614,0.050817597,0.105017397,0.058031479,SFRP1,1
GO:1902895,positive regulation of miRNA transcription, 1/19,51/18614,0.050817597,0.105017397,0.058031479,HIF1A,1
GO:2001238,positive regulation of extrinsic apoptotic signaling pathway, 1/19,51/18614,0.050817597,0.105017397,0.058031479,SFRP1,1
GO:0002762,negative regulation of myeloid leukocyte differentiation, 1/19,52/18614,0.051789124,0.106493531,0.058847175,SFRP1,1
GO:0046638,positive regulation of alpha-beta T cell differentiation, 1/19,52/18614,0.051789124,0.106493531,0.058847175,RUNX1,1
GO:0051496,positive regulation of stress fiber assembly, 1/19,52/18614,0.051789124,0.106493531,0.058847175,SFRP1,1
GO:0007129,homologous chromosome pairing at meiosis, 1/19,53/18614,0.05275971,0.107246415,0.059263211,SIRT7,1
GO:0032210,regulation of telomere maintenance via telomerase, 1/19,53/18614,0.05275971,0.107246415,0.059263211,HNRNPU,1
GO:0033047,regulation of mitotic sister chromatid segregation, 1/19,53/18614,0.05275971,0.107246415,0.059263211,HNRNPU,1
GO:0048146,positive regulation of fibroblast proliferation, 1/19,53/18614,0.05275971,0.107246415,0.059263211,DHX9,1
GO:0050873,brown fat cell differentiation, 1/19,53/18614,0.05275971,0.107246415,0.059263211,HNRNPU,1
GO:0060071,"Wnt signaling pathway, planar cell polarity pathway", 1/19,53/18614,0.05275971,0.107246415,0.059263211,SFRP1,1
GO:2000648,positive regulation of stem cell proliferation, 1/19,53/18614,0.05275971,0.107246415,0.059263211,HNRNPU,1
GO:0051098,regulation of binding, 2/19,369/18614,0.053680036,0.108155361,0.059765485,GTPBP4/DHX9,2
GO:0071900,regulation of protein serine/threonine kinase activity, 2/19,369/18614,0.053680036,0.108155361,0.059765485,GTPBP4/SFRP1,2
GO:0007632,visual behavior, 1/19,54/18614,0.053729354,0.108155361,0.059765485,HIF1A,1
GO:0032330,regulation of chondrocyte differentiation, 1/19,54/18614,0.053729354,0.108155361,0.059765485,AXIN2,1
GO:0072698,protein localization to microtubule cytoskeleton, 1/19,54/18614,0.053729354,0.108155361,0.059765485,HNRNPU,1
GO:2000179,positive regulation of neural precursor cell proliferation, 1/19,54/18614,0.053729354,0.108155361,0.059765485,HIF1A,1
GO:0043370,"regulation of CD4-positive, alpha-beta T cell differentiation", 1/19,55/18614,0.054698058,0.109264467,0.060378365,RUNX1,1
GO:0052372,modulation by symbiont of entry into host, 1/19,55/18614,0.054698058,0.109264467,0.060378365,IFITM1,1
GO:1903202,negative regulation of oxidative stress-induced cell death, 1/19,55/18614,0.054698058,0.109264467,0.060378365,HIF1A,1
GO:0009306,protein secretion, 2/19,373/18614,0.054720208,0.109264467,0.060378365,SFRP1/HIF1A,2
GO:0045088,regulation of innate immune response, 2/19,373/18614,0.054720208,0.109264467,0.060378365,DHX9/ADAR,2
GO:0035592,establishment of protein localization to extracellular region, 2/19,374/18614,0.054981397,0.109609783,0.060569183,SFRP1/HIF1A,2
GO:0001954,positive regulation of cell-matrix adhesion, 1/19,56/18614,0.055665822,0.109741192,0.060641798,SFRP1,1
GO:0032608,interferon-beta production, 1/19,56/18614,0.055665822,0.109741192,0.060641798,DHX9,1
GO:0032648,regulation of interferon-beta production, 1/19,56/18614,0.055665822,0.109741192,0.060641798,DHX9,1
GO:0045005,DNA-templated DNA replication maintenance of fidelity, 1/19,56/18614,0.055665822,0.109741192,0.060641798,ALYREF,1
GO:0045071,negative regulation of viral genome replication, 1/19,56/18614,0.055665822,0.109741192,0.060641798,IFITM1,1
GO:0070231,T cell apoptotic process, 1/19,56/18614,0.055665822,0.109741192,0.060641798,HIF1A,1
GO:2000107,negative regulation of leukocyte apoptotic process, 1/19,56/18614,0.055665822,0.109741192,0.060641798,HIF1A,1
GO:0007080,mitotic metaphase plate congression, 1/19,57/18614,0.056632648,0.110942821,0.061305805,HNRNPU,1
GO:0032768,regulation of monooxygenase activity, 1/19,57/18614,0.056632648,0.110942821,0.061305805,HIF1A,1
GO:0043470,regulation of carbohydrate catabolic process, 1/19,57/18614,0.056632648,0.110942821,0.061305805,HIF1A,1
GO:0090175,regulation of establishment of planar polarity, 1/19,57/18614,0.056632648,0.110942821,0.061305805,SFRP1,1
GO:2001233,regulation of apoptotic signaling pathway, 2/19,381/18614,0.05682243,0.111139303,0.061414379,SFRP1/HIF1A,2
GO:0071692,protein localization to extracellular region, 2/19,382/18614,0.057087237,0.11148168,0.061603573,SFRP1/HIF1A,2
GO:0001755,neural crest cell migration, 1/19,58/18614,0.057598536,0.111602779,0.06167049,HIF1A,1
GO:0010718,positive regulation of epithelial to mesenchymal transition, 1/19,58/18614,0.057598536,0.111602779,0.06167049,AXIN2,1
GO:0044380,protein localization to cytoskeleton, 1/19,58/18614,0.057598536,0.111602779,0.06167049,HNRNPU,1
GO:0048010,vascular endothelial growth factor receptor signaling pathway, 1/19,58/18614,0.057598536,0.111602779,0.06167049,HIF1A,1
GO:0050732,negative regulation of peptidyl-tyrosine phosphorylation, 1/19,58/18614,0.057598536,0.111602779,0.06167049,SFRP1,1
GO:0001961,positive regulation of cytokine-mediated signaling pathway, 1/19,59/18614,0.058563486,0.112246682,0.062026305,HIF1A,1
GO:0002763,positive regulation of myeloid leukocyte differentiation, 1/19,59/18614,0.058563486,0.112246682,0.062026305,RUNX1,1
GO:0006611,protein export from nucleus, 1/19,59/18614,0.058563486,0.112246682,0.062026305,SIRT7,1
GO:0007062,sister chromatid cohesion, 1/19,59/18614,0.058563486,0.112246682,0.062026305,AXIN2,1
GO:0010574,regulation of vascular endothelial growth factor production, 1/19,59/18614,0.058563486,0.112246682,0.062026305,HIF1A,1
GO:0033619,membrane protein proteolysis, 1/19,59/18614,0.058563486,0.112246682,0.062026305,RBMX,1
GO:0070228,regulation of lymphocyte apoptotic process, 1/19,59/18614,0.058563486,0.112246682,0.062026305,HIF1A,1
GO:0140694,non-membrane-bounded organelle assembly, 2/19,390/18614,0.059221716,0.11236042,0.062089155,HNRNPU/RPL38,2
GO:0002886,regulation of myeloid leukocyte mediated immunity, 1/19,60/18614,0.059527501,0.11236042,0.062089155,DDX21,1
GO:0003179,heart valve morphogenesis, 1/19,60/18614,0.059527501,0.11236042,0.062089155,AXIN2,1
GO:0032007,negative regulation of TOR signaling, 1/19,60/18614,0.059527501,0.11236042,0.062089155,HIF1A,1
GO:0042255,ribosome assembly, 1/19,60/18614,0.059527501,0.11236042,0.062089155,RPL38,1
GO:0043407,negative regulation of MAP kinase activity, 1/19,60/18614,0.059527501,0.11236042,0.062089155,SFRP1,1
GO:0046824,positive regulation of nucleocytoplasmic transport, 1/19,60/18614,0.059527501,0.11236042,0.062089155,DHX9,1
GO:0060350,endochondral bone morphogenesis, 1/19,60/18614,0.059527501,0.11236042,0.062089155,AXIN2,1
GO:0090497,mesenchymal cell migration, 1/19,60/18614,0.059527501,0.11236042,0.062089155,HIF1A,1
GO:2000630,positive regulation of miRNA metabolic process, 1/19,60/18614,0.059527501,0.11236042,0.062089155,HIF1A,1
GO:0032786,"positive regulation of DNA-templated transcription, elongation", 1/19,61/18614,0.060490581,0.113317196,0.062617859,ALYREF,1
GO:0035773,insulin secretion involved in cellular response to glucose stimulus, 1/19,61/18614,0.060490581,0.113317196,0.062617859,HIF1A,1
GO:0043903,regulation of biological process involved in symbiotic interaction, 1/19,61/18614,0.060490581,0.113317196,0.062617859,IFITM1,1
GO:0060038,cardiac muscle cell proliferation, 1/19,61/18614,0.060490581,0.113317196,0.062617859,RUNX1,1
GO:1904356,regulation of telomere maintenance via telomere lengthening, 1/19,61/18614,0.060490581,0.113317196,0.062617859,HNRNPU,1
GO:0032233,positive regulation of actin filament bundle assembly, 1/19,62/18614,0.061452726,0.114429214,0.063232348,SFRP1,1
GO:0032481,positive regulation of type I interferon production, 1/19,62/18614,0.061452726,0.114429214,0.063232348,DHX9,1
GO:0043506,regulation of JUN kinase activity, 1/19,62/18614,0.061452726,0.114429214,0.063232348,SFRP1,1
GO:1904036,negative regulation of epithelial cell apoptotic process, 1/19,62/18614,0.061452726,0.114429214,0.063232348,ADAR,1
GO:0010573,vascular endothelial growth factor production, 1/19,63/18614,0.062413937,0.115354331,0.063743558,HIF1A,1
GO:0031638,zymogen activation, 1/19,63/18614,0.062413937,0.115354331,0.063743558,RUNX1,1
GO:0032623,interleukin-2 production, 1/19,63/18614,0.062413937,0.115354331,0.063743558,RUNX1,1
GO:0032663,regulation of interleukin-2 production, 1/19,63/18614,0.062413937,0.115354331,0.063743558,RUNX1,1
GO:0051353,positive regulation of oxidoreductase activity, 1/19,63/18614,0.062413937,0.115354331,0.063743558,HIF1A,1
GO:0006303,double-strand break repair via nonhomologous end joining, 1/19,64/18614,0.063374216,0.11643606,0.06434131,SIRT7,1
GO:0045143,homologous chromosome segregation, 1/19,64/18614,0.063374216,0.11643606,0.06434131,SIRT7,1
GO:0051893,regulation of focal adhesion assembly, 1/19,64/18614,0.063374216,0.11643606,0.06434131,SFRP1,1
GO:0090109,regulation of cell-substrate junction assembly, 1/19,64/18614,0.063374216,0.11643606,0.06434131,SFRP1,1
GO:0001947,heart looping, 1/19,65/18614,0.064333564,0.116987241,0.064645886,HIF1A,1
